PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
5102;"Colegio Público Bravo Murillo";"";"";"Comedor - Transporte - Horario ampliado - Planes de mejora";"METRO: Avenida de la Ilustración BUS: 49 , 64 , 67 , 83 , 124 , 133 , 127";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b24aa3f5ca71c010VgnVCM1000000b205a0aRCRD";"ISLAS CIES";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28035";"3";"PEÑA GRANDE";"8";"FUENCARRAL-EL PARDO";"439142";"4481343";"40.48053890145454";"-3.718014861516011";"917 385 793";"917 385 793";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5103;"Colegio Público Breogán";"";"";"Comedor - Horario ampliado - Planes de mejora";"METRO: Barrio del Pilar BUS: 42 , 147";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=085aa3f5ca71c010VgnVCM1000000b205a0aRCRD";"GINZO DE LIMIA";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28029";"5";"LA PAZ";"8";"FUENCARRAL-EL PARDO";"440459";"4480763";"40.47540952287272";"-3.7024232948074007";"917 304 040";"917 396 184";"cp.breogan.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5104;"Colegio Público Calderón de la Barca";"";"";"Comedor - Horario ampliado - Planes de mejora";"BUS: 105 , 115 METRO: Barajas";"ENSEÑANZA: Educación Infantil - Primaria -  Enseñanza biling&amp;uuml;e -";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5d6aa3f5ca71c010VgnVCM1000000b205a0aRCRD";"CALDERON";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28042";"4";"TIMON";"21";"BARAJAS";"450492";"4480168";"40.47070810904175";"-3.5840209268472183";"917 472 465";"917 473 130";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5105;"Colegio Público Camilo José Cela";"";"";"Comedor - Transporte - Horario ampliado - Horario ampliado";"METRO: Barrio del Pilar BUS: 147";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a28aa3f5ca71c010VgnVCM1000000b205a0aRCRD";"MELCHOR FERNANDEZ ALMAGRO";"CALLE";"NUM";"22";"";"";"";"";"MADRID";"MADRID";"28029";"5";"LA PAZ";"8";"FUENCARRAL-EL PARDO";"440612";"4481001";"40.477564401619375";"-3.700652519727763";"917 392 424";"913 781 507";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5107;"Colegio Público Capitán Cortés";"";"";"Comedor - Horario ampliado - Planes de mejora";"BUS: 34 , 108";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f79aa3f5ca71c010VgnVCM1000000b205a0aRCRD";"MONSEÑOR OSCAR ROMERO";"CALLE";"V";"17";"";"";"";"";"MADRID";"MADRID";"28025";"5";"PUERTA BONITA";"11";"CARABANCHEL";"436944";"4470302";"40.38091347738878";"-3.7428500011276635";"91 462 86 62";"91 461 91 30";"cp.capitancortes.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5108;"Colegio Público Cardenal Herrera Oria";"";"";"Comedor - Transporte -  Horario ampliado - Planes de mejora";"BUS: 67 , 83 , 124 , 127 , 133";"ENSEÑANZA: Educación Infantil - Primaria -  Enseñanza biling&amp;uuml;e -";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4daaa3f5ca71c010VgnVCM1000000b205a0aRCRD";"FERMIN CABALLERO";"CALLE";"NUM";"68";"";"";"";"";"MADRID";"MADRID";"28034";"4";"EL PILAR";"8";"FUENCARRAL-EL PARDO";"439732";"4481568";"40.48260881390874";"-3.7110758224045726";"913 781 613";"913 785 711";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5110;"Colegio Público Carlos Sáinz de los Terreros";"";"";"Comedor - Horario ampliado - Planes de mejora";"METRO: Miguel Hernández BUS: 54 , 58 , 103 , 142 , 143 , 144";"ENSEÑANZA: Educación infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=92caa3f5ca71c010VgnVCM1000000b205a0aRCRD";"CARTAMA";"CALLE";"NUM";"1";"";"";"";"";"MADRID";"MADRID";"28018";"4";"PALOMERAS SURESTE";"13";"PUENTE DE VALLECAS";"445870";"4470873";"40.38481313041185";"-3.6390280931999377";"917 783 885";"917 774 420";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5111;"Colegio Público Carlos V";"";"";"Comedor - Horario ampliado - Planes de mejora";"METRO: Barrio de la Concepción BUS: 21 , 48 , 146";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e7daa3f5ca71c010VgnVCM1000000b205a0aRCRD";"VIRGEN DEL VAL";"CALLE";"NUM";"3";"";"";"";"";"MADRID";"MADRID";"28027";"5";"SAN PASCUAL";"15";"CIUDAD LINEAL";"444499";"4476494";"40.43724098714693";"-3.6544038942331123";"914 041 481";"914 052 705";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5112;"Colegio Público Carmen Cabezuelo";"";"";"Comedor - Horario ampliado";"METRO: García Noblejas BUS: 4 , 28 , 38 , 70";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3deaa3f5ca71c010VgnVCM1000000b205a0aRCRD";"CANGAS DE ONIS";"CALLE";"NUM";"7";"";"";"";"";"MADRID";"MADRID";"28037";"1";"SIMANCAS";"20";"SAN BLAS-CANILLEJAS";"446661";"4475688";"40.430112607702604";"-3.628834506070179";"913 040 117";"913 040 117";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5792204;"Colegio Público Carmen Laforet";"";"";"";"Bus: 100, 106 Metro: Puerta de Arganda";"ENSEÑANZA: Educación infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=12cf00444dcca210VgnVCM2000000c205a0aRCRD";"TITANIO";"CALLE";"V";"16";"";"";"";"";"MADRID";"MADRID";"28032";"1";"CASCO H.VICALVARO";"19";"VICALVARO";"449172";"4472403";"40.400676319677835";"-3.598982213500786";"917 760 141";"917 604 734";"cp.carmenlaforet.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5115;"Colegio Público Cervantes";"";"";"Comedor - Horario ampliado - Planes de mejora";"METRO: Cuatro Caminos BUS: 3 , 37 , 45 , 64 , 66 , 69 , 124 ,128 , 149 , F";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=820ba3f5ca71c010VgnVCM1000000b205a0aRCRD";"RAIMUNDO FERNANDEZ VILLAVERDE";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28003";"5";"RIOS ROSAS";"7";"CHAMBERI";"440376";"4477566";"40.446612640189215";"-3.7031139484944826";"915 330 837";"915 330 837";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5117;"Colegio Público Ciudad de Córdoba";"";"";"Comedor - Horario ampliado - Planes de mejora";"BUS: 18 , 22 , 59 , 76 , 79 , 85 , 86 , 116 ,";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2d2ba3f5ca71c010VgnVCM1000000b205a0aRCRD";"LILLO";"CALLE";"S/N";"1";"";"";"";"";"MADRID";"MADRID";"28041";"5";"LOS ANGELES";"17";"VILLAVERDE";"440769";"4468229";"40.362519348197296";"-3.697610896320262";"913 172 417 - 606 873 006";"913 179 827";"cp.ciudaddecordoba.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5118;"Colegio Público Ciudad de Guadalajara";"";"";"Comedor - Transporte - Horario ampliado";"METRO: Alameda de Osuna BUS: 105, 112, 114, 115, 151";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=724ba3f5ca71c010VgnVCM1000000b205a0aRCRD";"BERGANTIN";"CALLE";"V";"13";"";"";"";"";"MADRID";"MADRID";"28042";"1";"ALAMEDA DE OSUNA";"21";"BARAJAS";"450528";"4479070";"40.458947463149386";"-3.5847918554675733";"917 470 938";"917 472 064";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5120;"Colegio Público Ciudad de los Ángeles";"";"";"Comedor - Horario ampliado - Planes de mejora.";"BUS: 18 , 22 , 59 , 79 , 85 , 86 , 116";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1d6ba3f5ca71c010VgnVCM1000000b205a0aRCRD";"LA ALEGRIA DE LA HUERTA";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28041";"5";"LOS ANGELES";"17";"VILLAVERDE";"441002";"4467672";"40.35564559555992";"-3.696079786555593";"917 954 993";"915 050 434";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5122;"Colegio Público Ciudad de Valencia";"";"";"Comedor - Transporte - Horario ampliado";"BUS: 58 , 63 , 145";"ENSEÑANZA: Educación Infantil - Primaria";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b79ba3f5ca71c010VgnVCM1000000b205a0aRCRD";"MEDITERRANEO";"AVENIDA";"V";"91";"";"";"";"";"MADRID";"MADRID";"28007";"2";"SANTA EUGENIA";"18";"VILLA DE VALLECAS";"448699";"4470694";"40.385260536182564";"-3.604406503967331";"913 310 805";"913 312 548";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5123;"Colegio Público Ciudad de Zaragoza";"";"";"Comedor - Transporte - Horario ampliado - Planes de mejora";"BUS: 105 , 112 , 115 , 151";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0daba3f5ca71c010VgnVCM1000000b205a0aRCRD";"MANUEL AGUILAR MUÑOZ";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28042";"1";"ALAMEDA DE OSUNA";"21";"BARAJAS";"449875";"4479016";"40.460302151327085";"-3.5912198696737083";"913 293 756 - 917 477 420";"917 477 420";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5124;"Colegio Público Ciudad Pegaso";"";"";"Comedor - Transporte - Horario ampliado";"BUS: 77 , 89 , 101 , 114 , 115";"ENSEÑANZA: Educación infantil - Primaria - Enseñanza biling&amp;uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=52cba3f5ca71c010VgnVCM1000000b205a0aRCRD";"SEPTIMA";"AVENIDA";"V";"12";"";"";"";"";"MADRID";"MADRID";"28022";"6";"REJAS";"20";"SAN BLAS-CANILLEJAS";"449287";"4477571";"40.44724009402133";"-3.5980274884924257";"917 412 017";"917 436 218";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5125;"Colegio Público Claudio Moyano";"";"";"Comedor - Horario ampliado - Planes de mejora - Integración preferente (Trastornos generales del desarrollo)";"METRO: Canal , Islas Filipinas BUS: 2 , 12 , 202";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a7dba3f5ca71c010VgnVCM1000000b205a0aRCRD";"CEA BERMUDEZ";"CALLE";"V";"26";"";"";"";"";"MADRID";"MADRID";"28003";"6";"VALLEHERMOSO";"7";"CHAMBERI";"439883";"4476721";"40.43896509232795";"-3.708835358862963";"915 335 718";"915 335 718";"cp.claudiomoyano.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5277;"Colegio Público Complejo Escolar Príncipe Felipe";"";"";"Comedor - Transporte - Horario ampliado";"METRO: Barrio del Pilar BUS: 49 , 83 , 128 , 132 , 134 , 137";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e -";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8ff6a3f5ca71c010VgnVCM1000000b205a0aRCRD";"MONFORTE DE LEMOS";"AVENIDA";"NUM";"24";"";"";"";"";"MADRID";"MADRID";"28029";"5";"LA PAZ";"8";"FUENCARRAL-EL PARDO";"440583";"4481296";"40.480219870681125";"-3.7010104732977656";"913 146 819";"913 232 548";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5127;"Colegio Público Concepción Arenal";"";"";"Comedor -  Horario ampliado - Planes de mejora";"METRO: Marqués de Vadillo BUS: 23 , 34 , 35 , 118 , 119";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fceba3f5ca71c010VgnVCM1000000b205a0aRCRD";"ANTONIO LOPEZ";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28019";"1";"COMILLAS";"11";"CARABANCHEL";"439323";"4472124";"40.397503508835996";"-3.7150109370450957";"915 652 702 / 628 470 651";"915 650 097";"cp.concepcionarenal.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5128;"Colegio Público Concha Espina";"";"";"Comedor - Horario ampliado - Planes de mejora";"METRO: Miguel Hernandez BUS: 54 , 58 , 103 , 142 , 143 , 144";"ENSEÑANZA: Educación infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=420ca3f5ca71c010VgnVCM1000000b205a0aRCRD";"GERARDO DIEGO";"CALLE";"NUM";"6";"";"";"";"";"MADRID";"MADRID";"28018";"4";"PALOMERAS SURESTE";"13";"PUENTE DE VALLECAS";"445343";"4470775";"40.38577682775334";"-3.643950119182148";"917 781 461";"917 772 584";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5129;"Colegio Público Conde de Romanones";"";"";"Comedor - Horario ampliado - Planes de mejora";"METRO: El Carmen, Quintana  BUS: 21, 38, 48,  109, 146";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=971ca3f5ca71c010VgnVCM1000000b205a0aRCRD";"ELFO";"CALLE";"NUM";"143";"";"";"";"";"MADRID";"MADRID";"28027";"3";"QUINTANA";"15";"CIUDAD LINEAL";"445523";"4476514";"40.43747986110289";"-3.6423326381692056";"913 673 655 - 914 080 947";"914 080 947";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
6149062;"Colegio Público Cortes de Cádiz";"";"";"";"BUS: 172, 173";"ENSEÑANZAS: Segundo ciclo de Educación Infantil - Primaria -  Enseñanza Biling&amp;uuml;e -";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=34cee4f2de891310VgnVCM2000000c205a0aRCRD";"NICETO ALCALA ZAMORA";"AVENIDA";"V";"48";"";"";"";"";"MADRID";"MADRID";"28050";"6";"VALDEFUENTES";"16";"HORTALEZA";"444413";"4483344";"40.49893432860617";"-3.656017907963137";"911 727 223";"911 720 746";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5131;"Colegio Público Costa Rica";"";"";"Comedor - Horario ampliado - Planes de mejora";"METRO: Aluche BUS: 17 , 121 , 131 , 138 RENFE: Aluche";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ec2ca3f5ca71c010VgnVCM1000000b205a0aRCRD";"CAMARENA";"CALLE";"V";"247";"";"";"";"";"MADRID";"MADRID";"28047";"4";"ALUCHE";"10";"LATINA";"435834";"4470820";"40.38550403353863";"-3.755989664410327";"917 171 601";"917 171 601";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5132;"Colegio Público Cristóbal Colón";"";"";"Transporte - Comedor - Horario ampliado - Planes de mejora - Integración preferente (trastornos generales del desarrollo)";"BUS: 22 , 76 , 86 , 130 , 131 RENFE: Puente Alcocer";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=324ca3f5ca71c010VgnVCM1000000b205a0aRCRD";"CARABANCHEL A VILLAVERDE";"CARRETERA";"V";"109";"";"";"";"";"MADRID";"MADRID";"28041";"";"SAN ANDRES";"";"VILLAVERDE";"440041";"4466883";"40.35035079998796";"-3.706057974681441";"917 973 312";"917 973 312";"cp.cristobalcolon.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5133;"Colegio Público Cuba";"";"";"Comedor - Horario ampliado - Transporte - Planes de mejora";"METRO: Campamento , Empalme BUS: 25 , 121 , 131 , 138";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=875ca3f5ca71c010VgnVCM1000000b205a0aRCRD";"TEMBLEQUE";"CALLE";"V";"58";"";"";"";"";"MADRID";"MADRID";"28024";"4";"ALUCHE";"10";"LATINA";"435382";"4471888";"40.39509014363514";"-3.761411071256881";"915 187 564";"915 180 170";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5134;"Colegio Público Dámaso Alonso";"";"";"Horario ampliado - Transporte - Comedor - Planes de mejora";"BUS: 22 , 79 , 86 , 130 , 131";"ENSEÑANZA: Educación Infantil - Primaria - Enseñanza biling&amp;uuml;e";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dc6ca3f5ca71c010VgnVCM1000000b205a0aRCRD";"ESPINELA";"AVENIDA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28021";"";"SAN ANDRES";"";"VILLAVERDE";"439791";"4466407";"40.34604471386465";"-3.7089567302070083";"917 970 620";"917 970 620";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5135;"Colegio Público Daniel Vázquez Díaz";"";"";"Comedor - Horario ampliado - Planes de mejora - Integración preferente (Trastornos generales del desarrollo)";"METRO: Valdezarza BUS: 126 ,127 , 128 , 132";"ENSEÑANZA: Educación Infantil - Primaria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=228ca3f5ca71c010VgnVCM1000000b205a0aRCRD";"ARMENTEROS";"CALLE";"V";"46";"";"";"";"";"MADRID";"MADRID";"28039";"4";"VALDEZARZA";"9";"MONCLOA-ARAVACA";"439552";"4479590";"40.464777111936684";"-3.7130226942453906";"914 505 842";"913 117 764";"";"/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPublicos"
5387470;"Colegio Público de Educación Especial Cátedra de Pediatría Hospital Clínico";"";"";"";"BUS: C, 1, 12, 44, G METRO: Moncloa, Islas Filipinas";"Enseñanzas  Educación especial:  Educación Básica Obligatoria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=99c14bfe196a2210VgnVCM1000000b205a0aRCRD";"PROFESOR MARTIN LAGOS";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28040";"3";"CIUDAD UNIVERSITARIA";"9";"MONCLOA-ARAVACA";"438975";"4476810";"40.43969162044758";"-3.7195609709099218";"913 303 400";"913 303 553";"";"/contenido/entidadesYorganismos/CentrosEducacion/CentrosPublicosEducacionEspecial"
6729;"Colegio Público de Educación Especial Francisco del Pozo";"";"";"Comedor - Transporte";"BUS: 66";"Enseñanzas  Educación especial:  Educación infantil  Educación Básica Obligatoria  Transición vida adulta";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6e0d3b54d771c010VgnVCM1000000b205a0aRCRD";"DOMINE";"CALLEJON";"NUM";"6";"";"";"";"";"MADRID";"MADRID";"28034";"6";"VALVERDE";"8";"FUENCARRAL-EL PARDO";"441833";"4482855";"40.49435246094298";"-3.6864068730715593";"913 584 287 / 913 584 315";"913 580 485";"cpee.franciscodelpozo.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/CentrosPublicosEducacionEspecial"
6722;"Colegio Público de Educación Especial Fray Pedro Ponce de León";"";"";"Comedor - Transporte";"BUS: 25 , 31 , 138";"Enseñanzas  Educación especial:  Educación Básica Obligatoria  Transición vida adulta";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=112d3b54d771c010VgnVCM1000000b205a0aRCRD";"LOS YEBENES";"CALLE";"V";"76";"";"";"";"";"MADRID";"MADRID";"28047";"4";"ALUCHE";"10";"LATINA";"436114";"4471735";"40.39376825198818";"-3.7527828631948985";"91 717 88 66";"91 717 89 91";"cpee.poncedeleon.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/CentrosPublicosEducacionEspecial"
6727;"Colegio Público de Educación Especial Fundación Goyeneche";"";"";"Comedor - Transporte";"BUS: 4 , 48";"Enseñanzas  Educación especial:  Educación infantil Educación Básica Obligatoria Transición vida adulta  Edificio con carácter monumental";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=194d3b54d771c010VgnVCM1000000b205a0aRCRD";"ARCOS DE JALON";"CALLE";"V";"22";"";"";"";"";"MADRID";"MADRID";"28037";"4";"ARCOS";"20";"SAN BLAS-CANILLEJAS";"447313";"4474669";"40.420974388816376";"-3.6210638106643493";"913 240 763 - 913 065 879";"911911465";"cpee.goyeneche.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/CentrosPublicosEducacionEspecial"
5387554;"Colegio Público de Educación Especial Hospital del Niño Jesús";"";"";"";"BUS: C, 15, 20, 26, 61, 63, 152, 202, 215 METRO: IBIZA";"Enseñanzas  Educación especial:  Educación Básica Obligatoria";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=706e84a27b6a2210VgnVCM1000000b205a0aRCRD";"MENENDEZ PELAYO";"AVENIDA";"V";"65";"";"";"";"";"MADRID";"MADRID";"28009";"6";"NIÑO JESUS";"3";"RETIRO";"442563";"4473913";"40.413858634560945";"-3.6769841290878675";"914 094 607";"915 044 473";"cpee.hospitalninojesus.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/CentrosPublicosEducacionEspecial"
6728;"Colegio Público de Educación Especial Infanta Elena";"";"";"Comedor - Transporte";"BUS: 53 , 11";"Enseñanzas  Educación especial:  Educación infantil  Educación Básica Obligatoria  Transición vida adulta";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cb5d3b54d771c010VgnVCM1000000b205a0aRCRD";"BADAJOZ";"AVENIDA";"NUM";"76";"";"";"";"";"MADRID";"MADRID";"28027";"5";"SAN PASCUAL";"15";"CIUDAD LINEAL";"444872";"4477198";"40.443607805693325";"-3.650067343924694";"914 038 345";"914 048 312";"cpee.infantaelena.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/CentrosPublicosEducacionEspecial"
6723;"Colegio Público de Educación Especial Inmaculada Concepción";"";"";"Transporte - Comedor";"METRO: Urgel BUS: 34 , 35 , 108 , 118";"Enseñanzas  Educación especial:  Educación Básica Obligatoria  Transición vida adulta";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e6d3b54d771c010VgnVCM1000000b205a0aRCRD";"SALDAÑA";"CALLE";"V";"30";"";"";"";"";"MADRID";"MADRID";"28019";"2";"OPAÑEL";"11";"CARABANCHEL";"438381";"4471302";"40.390038391793176";"-3.7260308959918866";"914 715 093 - 914 719 797";"914 724 692";"cpee.inmaculadaconcepcion.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/CentrosPublicosEducacionEspecial"
6730;"Colegio Público de Educación Especial La Quinta";"";"";"Comedor - Transporte";"Desconocido";"Enseñanzas  Educación especial:  Educación infantil  Educación Básica Obligatoria  Transición vida adulta";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=29ad3b54d771c010VgnVCM1000000b205a0aRCRD";"SOMONTES AL PALACIO DE LA REAL QUINTA";"CARRETERA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28035";"1";"EL PARDO";"8";"FUENCARRAL-EL PARDO";"436176";"4482668";"";"";"913 760 579 / 913 761 769";"913 760 400";"cpee. laquinta.madrid@educa.madrid.org";"/contenido/entidadesYorganismos/CentrosEducacion/CentrosPublicosEducacionEspecial"
